URL,URL_length,privacy_policy,contact_information,feedback_score,load_time,broken_links,new_tech,time_elapsed,content_similarity,update_size,update_frequency,number_of_changes,certificate_authority,SSL_encrption_strength,self_signed_certificate,digital_signature_validity,san_matches_domain,trusted_seal,certification_bey_validity,certification_not_expired,certification_revocation_status,label
http://udn.com,18,1,1,4,4.4,0,1,254,0.28,no,1,198,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://thechive.com,20,1,1,4,2,5,1,3,0.42,no,9,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://getpocket.com,21,1,1,1,1,0,1,1,0.79,no,2,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://correios.com.br,24,1,1,4,1.6,1,1,3,0.44,no,4,179,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://medium.com,25,1,1,2,2.45,2,1,4,0.32,no,2,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://thenextweb.com,24,1,1,6,2.99,5,1,16,0.76,no,4,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://smallseotools.com,27,1,1,2,1.1,8,1,2,0.79,no,3,132,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/Lsa/v/E/WO/6hbqiR/63WkY1sE0Z/P/P/5,78,1,1,7,1.6,0,1,50,0.9,no,2,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/LAQ/v/E/6zE/6hbqor/vbihJ7PH33/P/P/5,78,1,1,6,1.2,1,1,90,0.9,no,2,89,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/ZLR/v/E/6cq/6hbqo7/6z4sxZ8q5J/P/P/5,78,1,1,9,1.4,0,1,270,0.93,no,1,75,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/ZM7/v/E/6mZ/6hbqoR/vQZU8CbzqU/P/P/5,78,1,1,10,1.1,0,1,70,0.8,no,1,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/Z4U/v/E/sjS/6hbqoT/6SJLorOwcn/P/P/5,78,1,1,12,1.6,1,1,120,0.96,no,1,76,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/ZE3/v/E/6FV/6hbqow/65L20Fkjrc/P/P/5,78,1,1,8,1.3,1,1,190,0.94,no,1,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/L4C/v/E/6UI/6hbqoY/zHVYkDUBSN/P/P/5,78,1,1,15,1.3,0,1,80,0.84,no,2,93,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/FCP/v/E/UN/6hbqi8/znIVWEnZZt/P/P/5,78,1,1,7,1.6,1,1,100,0.91,no,2,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/L7o/v/E/M3/6hbqiO/6IDdSzbYdS/P/P/5,78,1,1,11,1.2,1,1,250,0.89,no,1,78,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/ZqZ/v/E/69y/6hbqo2/UQXTPz3tQ/P/P/5,78,1,1,10,1,0,1,60,0.9,no,2,87,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/Lg7/v/E/m0/6hbqoz/sq0XOnnGAM/P/P/5,78,1,1,9,0.9,0,1,170,0.9,no,1,97,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://paypalp.ontraport.com/c/s/IE8/ZIu/v/E/sU5/6hbqoT/UjDJcPBgac/P/P/5,78,1,1,8,1.2,1,1,230,0.92,no,1,96,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://marketing.contentmessage.com/email/unsubscribe/5d4aef51ae3dc355752153,70,1,1,8,1.7,1,1,46,0.78,no,1,56,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://1drv.ms/b/s!AphEpKQ-sUkEjGp3rgpCe6CzDmcH?e=7SVsBO,55,1,1,9,1,2,1,34,0.91,no,1,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://dbs.rewardgateway.co.uk,32,1,1,11,0.6,1,1,68,0.8,no,4,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://amazon.co.jp.lcmgo.com/,28,1,1,7,0.9,3,1,254,0.77,no,3,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://gogov.ru/services/reg-rf-temp,34,1,1,5,1,2,1,49,0.99,no,1,66,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://stpetersquare.net/Amazon/,30,1,1,5,1.5,1,1,333,0.6,no,1,12,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://www.zonsa.biz/wp-includes/_message/?a=settings,49,1,1,9,1.23,2,1,46,0.78,no,1,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://proxyx.ru:443/,22,1,1,7,1.76,2,1,12,0.92,no,1,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://proxyx.ru,16,1,1,10,1,1,1,79,0.69,no,1,66,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://directonline-confirmation1.com/default/sAuth/,48,1,1,9,1.4,1,1,624,0.7,no,1,31,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://miketoddington.com/blukinfos/,34,1,1,6,1.98,0,1,56,0.94,no,1,46,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://w2-bb-acesso-online.cloud-fr1.unispace.io/t4/html-index.php,59,1,1,11,1.25,0,1,798,0.51,no,1,82,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://ksv.upol.cz/aaaaa/thumbs/ok/index.php,42,1,1,11,1.8,1,1,914,0.71,no,4,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://particulares.santander.totta-santan.info/login.php,55,1,1,7,1,1,1,55,0.82,no,3,51,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://perfeitosparahoje2020.com/mobile/login.php?enc=1,49,1,1,7,1,0,1,66,0.93,no,2,63,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://attys.yolasite.com/,29,1,1,15,0.8,1,1,34,0.9,no,1,46,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://attys.yolasite.com/,30,1,1,8,0.9,0,1,94,0.8,no,1,55,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://mysp.ac/4Zes9?idtrack=JtACMalo,37,1,1,10,2,0,1,64,0.8,no,1,65,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://www.melhoresofertashoje.com/mobile/login.php?enc=1,54,1,1,7,2.2,1,1,61,0.9,no,4,23,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.amazon.co.jp.zoan.shop/,30,1,1,7,1.5,1,1,32,0.94,no,3,35,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://www.maio-em-promocoes.com/2020/mobile/login.php?enc=1,55,1,1,8,0.8,2,1,78,0.76,no,1,48,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://rakuten.co.jp.cghgkm.ph/registfwd.php,37,1,1,12,1.6,2,1,76,0.7,no,3,76,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://betasusgirdi.blogspot.com,30,1,1,5,1.67,2,1,84,0.85,no,1,14,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://betasusgirdi.blogspot.com/,31,1,1,6,1,2,1,75,0.95,no,2,75,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://arevszzs.000webhostapp.com/login.htm,46,1,1,6,1,1,1,91,0.7,no,1,32,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://aresozcs.000webhostapp.com/login.htm,46,1,1,9,1,0,1,76,0.9,no,1,16,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://the100prosystems.com/wp-admin/css/colors/sunrise/Update/signin,64,1,1,12,2.01,0,1,16,0.7,no,1,66,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://162.213.251.24/0IEfdfdfdfddfd99VA,42,1,1,8,0.39,3,1,79,0.83,no,1,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://resolvemyaccount-paypal.casacam.net/?secure,47,1,1,8,1.13,2,1,77,0.69,no,1,31,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://ca.surveygizmo.com/s3/50075309/AT-T-Login/,46,1,1,7,1.17,1,1,100,0.31,no,1,55,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://firmadigitalcrgo.com/bancos/,36,1,1,5,4.4,3,1,68,0.89,no,1,58,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://firmadigitalcrgo.com/banco-nacional/,42,1,1,11,1.4,1,1,339,0.9,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://firmadigitalcrgo.com/,30,1,1,10,1,4,1,579,0.79,no,3,82,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://metrological-focus.000webhostapp.com/chase.Bank/chase.Bank/sign-on/secure/,78,1,1,10,0,4,1,287,0.9,no,1,54,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://logincurenthlypass.weebly.com/,39,1,1,9,1.6,1,1,68,0.7,no,2,56,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://bcpzonasegurabeta.viabcpe.xyz/iniciar-sesion,47,1,1,9.5,2,2,1,94,0.9,no,1,84,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.myatharweiiect.com/CR/?xfsr=true,44,1,1,11,1.4,2,1,46,0.94,no,2,66,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://daidopresente.com,19,1,1,14,4.2,4,1,97,0.89,no,2,46,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://depart-recovery-society.my.id/1/depart.html,46,1,1,7,2.45,2,1,254,0.7,no,1,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://bcpzonasegurabeta.viabcp.com.luckybonu.com/iniciar-sesion/,62,1,1,4,2,1,1,2,0.12,no,3,624,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://three.billing-confirm.com,34,1,1,5,4.4,6,1,4,0.52,no,5,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://wkantakne.000webhostapp.com/,36,1,1,5.9,1.1,1,1,5,0.7,no,8,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://fgase.000webhostapp.com/,34,1,1,6,1,1,1,2,0.44,no,6,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://oooue.000webhostapp.com/,34,1,1,6.89,1.17,0,1,94,0.28,no,4,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://livecalgary.com/smbc.co.jp/jp/jp/smbc.co.jp/,47,1,1,12.9,5,5,1,12,0.7,no,7,345,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://betasuslinkgir.blogspot.com,30,1,1,6,1.4,0,1,914,0.7,no,3,254,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://betasuslinkgir.blogspot.com/,31,1,1,7,2.99,1,1,79,0.51,no,1,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://rakuten.co.jp5.memberonlineprimesuscodec.xyz/k/x/d,52,1,1,9,5,2,1,2,0.52,no,4,198,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://jprecycling.biz/wp/wp-content/plugins/tvwihht/wealth/?e5_Stun34=privacidad@probiomed.com.mx,92,1,1,9,2,5,1,46,0.5,no,5,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://genome-biotechnologies.com/chase/2/chase/zzti2zwe=/index.php,66,1,1,9,1.4,8,1,32,0.7,no,3,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://cya.nz/4FnO,18,1,1,5,0.39,0,1,4,0.32,no,1,89,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://kostyabozovyoutube.000webhostapp.com/,45,1,1,5,3.7,1,1,6,0.35,no,9,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://vkstickerc.000webhostapp.com/,39,1,1,8,1,0,1,2,0.25,no,3,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://autorization-golos.000webhostapp.com/,47,1,1,8,3.7,0,1,2,0.79,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://qvkw.000webhostapp.com/,29,1,1,9,1.1,1,1,2,0.7,no,5,179,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://vk-polis.000webhostapp.com/,30,1,1,11,1.4,1,1,0,0,no,1,105,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://vccomfreestiker.000webhostapp.com/,41,1,1,7,2.45,0,1,5,0.76,no,1,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://cameragirl.dev.timelabs.ru/test/tmp/,48,1,1,5,1.17,1,1,3,0.7,no,2,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://maclim.com.br/teamSErvice/customer_center/customer_Case=IDPP00C817/indexx.php,73,1,1,5,1.4,1,1,61,0.25,no,1,624,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://raifreisenonline.com/eBankingWeb/login.html,49,1,1,9,5,0,1,5,0.28,no,4,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://afandoublu.gr/sys/update/Security-Account/access,51,1,1,7,4.2,0,1,2,0.12,no,6,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://tmjdiscountbooks.com/Assistenza/e4d84a7f62c978c/fatturazione/,72,1,1,10,1,1,1,2,0.44,no,3,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://tmjdiscountbooks.com/Assistenza/,38,1,1,9,4.4,1,1,2,0.76,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://jesamondo.com/mail667/Autoupgrade//index.php,61,1,1,6,0,2,1,16,0.28,no,2,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://storage.googleapis.com/ayahoo-gregarinaria-845052432/index.html,64,1,1,11,2,1,1,32,0.52,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://theprofessionalinstitutes.org,37,1,1,11,3,3,1,12,0.12,no,5,89,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://theprofessionalinstitutes.org/,38,1,1,7,4,2,1,254,0.51,no,1,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://artdecorstudio.ro/#cm1hbGlub3dza2lAcmVtdGNzLXNlY3VyZS5jb20=,72,1,1,7,1.1,1,1,16,0.42,no,4,254,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://wilstv.com/https:/www.paypal.com/signin,43,1,1,15,4.2,2,1,79,0.12,no,2,198,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://m5wx.com/news/wp-content/plugins/fyaoutu/yo/WellsFargo/WellsFargo/wells/,72,1,1,8,3.7,2,1,94,0.5,no,8,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://m5wx.com/news/wp-content/plugins/fyaoutu/yo/WellsFargo/WellsFargo/wells,71,1,1,10,1.17,1,1,61,0.76,no,3,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://vl2-ru.1gb.ru,23,1,1,7,4.2,1,1,2,0.52,no,5,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://m5wx.com/news/wp-content/plugins/fyaoutu/yo/wells/,59,1,1,7,2.45,0,1,6,0.35,no,1,345,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://m5wx.com/news/wp-content/plugins/fyaoutu/yo/wells,58,1,1,8,1,0,1,4,0.79,no,4,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://bankloginonline.com/chase-comverifycard,43,1,1,12,2.99,1,1,230,0.32,no,3,756,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.etraval.com/.well-known/acme-challenge/update/chaseonline/login.htm,71,1,1,5,4.4,1,1,61,0.44,no,6,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://vkauth.kl.com.ua,25,1,1,6,2,0,1,32,0.79,no,8,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://175.107.206.134/wp-content/plugins/rbcbank19/rbcgi3m01.php?rbaccess&amp;,74,1,1,6,1,1,1,46,0.51,no,2,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://verifica.n26.sicurezza-deltuoconto.com/conto-corrente/impostazioni/sicurezza/verifica/identita,89,1,1,9,1.6,0,1,1,0.5,no,1,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://y-r.top/de/,20,1,1,12,2.45,0,1,6,0.44,no,4,132,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://y-r.top/de,19,1,1,8,2.99,1,1,2,0.25,no,5,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://irapi.ir/att/at.html,29,1,1,8,1.1,1,1,12,0.52,no,5,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://fox.portland365.org/rahmonking89/update/index.php,54,1,1,7,1.6,2,1,79,0.76,no,3,105,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://livraisonspeed1998.cloudaccess.host/wp-content/DHMF0JCT17E1/,67,1,1,5,1.2,2,1,254,0.28,no,1,198,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://gloriagitaroff.com.ar/2019mdqz47/Adobepdf/index.html,63,1,1,11,1.4,2,1,3,0.42,no,9,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://saleschampion.co.uk/wp-content/themes/infinity-pro/4/login.php?cmd=login_submit,83,1,1,8,1.1,2,1,1,0.79,no,2,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://thelogodept.com/wp-admin/includes/acess2/wells/,59,1,1,8,1.6,1,1,3,0.44,no,4,179,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://splash-laundromatlv.com/wp-admin/includes/access/west/wells/,64,1,1,9,1.3,0,1,4,0.32,no,2,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://yorkshire.es/c,23,1,1,11,1.3,0,1,16,0.76,no,4,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://yorkshire.es/c/,24,1,1,7,1.6,3,1,2,0.79,no,3,132,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://dotpay.i-dpd.pl/platnosc,36,1,1,5,1.2,2,1,50,0.9,no,2,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://www.saadhagaparavaigal.com/proimage/contractdoc/Cdoc/invoice.php,71,1,1,5,1,1,1,90,0.9,no,2,89,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://elettricistapavia.it/hit/mail.ru/,48,1,1,9,0.9,3,1,270,0.93,no,1,75,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://elettricistapavia.it/hit/mail.ru,47,1,1,7,1.2,1,1,70,0.8,no,1,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://www.sastaservices.com/dd/d0789dcc6ff141d9902b7f2d1ca62347/,68,1,1,10,1.7,4,1,120,0.96,no,1,76,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://www.sastaservices.com/dd/d0789dcc6ff141d9902b7f2d1ca62347,67,1,1,9,1,4,1,190,0.94,no,1,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://wheresuccessbegins.buzz/doc/onedrive/,44,1,1,6,0.6,1,1,80,0.84,no,2,93,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://wheresuccessbegins.buzz/doc/onedrive,43,1,1,11,0.9,2,1,100,0.91,no,2,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://go-tune.net/doc/Onedrives/Onedrive1,38,1,1,11,1,2,1,250,0.89,no,1,78,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://www.maristepostbac.sn/main.html,35,1,1,7,1.5,4,1,60,0.9,no,2,87,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://simptaxt-err.tk/0utlook/index.php?login=nobody@mycraftmail.com,65,1,1,7,1.23,7,1,170,0.9,no,1,97,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://wredtrcy.gb.net/dri/DOC6663345/,38,1,1,15,1.76,2,1,230,0.92,no,1,96,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://wredtrcy.gb.net/dri/DOC6663345,37,1,1,8,1,6,1,46,0.78,no,1,56,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://shootmehayoor.com/wp-admin/network/psotale/postale.activation/,62,1,1,10,1.4,7,1,34,0.91,no,1,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://shootmehayoor.com/a1,30,1,1,7,1.98,5,1,68,0.8,no,4,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.splash-laundromatlv.com/wp-admin/includes/access/west/wells/wells.htm,72,1,1,7,1.25,9,1,254,0.77,no,3,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.splash-laundromatlv.com/wp-admin/includes/access/west/wells/index.html,77,1,1,8,1.8,2,1,49,0.99,no,1,66,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://miembros.womenclubforbetterhealth.com/wp-admin/css/product/net/flix/account/,86,1,1,12,1,8,1,333,0.6,no,1,12,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://miembros.womenclubforbetterhealth.com/wp-admin/css/product/net/flix/account,77,1,1,5,1,1,1,46,0.78,no,1,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://amvbner.com/mazon/87e5c/,33,1,1,6,0.8,3,1,12,0.92,no,1,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://kasturlari.com/board/,28,1,1,6,0.9,8,1,79,0.69,no,1,66,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://ahorainc.org/s2bin/onpers/tree/x1x/v2/c56b406470a3575/login.php,70,1,1,9,2,6,1,624,0.7,no,1,31,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.splash-laundromatlv.com/wp-admin/includes/access/west/WellsFargo/WellsFargo/wells,85,1,1,12,2.2,2,1,56,0.94,no,1,46,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.splash-laundromatlv.com/wp-admin/includes/access/west/WellsFargo/WellsFargo/wells/,86,1,1,8,1.5,1,1,254,0.51,no,1,82,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://www.expressshippers.net/nowmail/,36,1,1,8,0.8,5,1,2,0.71,no,4,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://zelle.updates-securitys.com/banks/wellsfargo/,49,1,1,7,1.6,3,1,4,0.82,no,1,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://ldireproprintingllc.for-more.biz/BDX/BDX/BDX/,51,1,1,5,1.67,8,1,5,0.93,no,3,624,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://fireglennboyce.info/NSG/OneSway/office.php,48,1,1,11,1,2,1,2,0.9,no,5,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://ripe6.net/paypal-update/-/,32,1,1,8,1,1,1,94,0.8,no,8,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://lakinshore.buzz/indus/FBG,30,1,1,8,1,0,1,12,0.8,no,6,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://lakinshore.buzz/indus/FBG/,31,1,1,9,2.01,3,1,914,0.9,no,4,94,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://registrodebitosperu1.com/BNWeb/lnicio/,44,1,1,11,0.39,6,1,79,0.94,no,7,345,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://63.250.33.127/smsinsert.php,31,1,1,7,1.13,1,1,2,0.76,no,3,254,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://onlineprocedure.web5838.vweb01.webgamespace.de/klanten/qsl_inloggen.do,76,1,1,5,1.17,0,1,46,0.7,no,1,13,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://onlineprocedure.web5838.vweb01.webgamespace.de/,54,1,1,5,2,9,1,32,0.85,no,4,198,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://cm1.info/desjardinsin.php,32,1,1,9,2.2,1,1,4,0.95,no,5,57,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://istanbulasiklari.com/vendor/Home/new-veiw/,47,1,1,7,1.5,1,1,6,0.7,no,3,44,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://uwiomawio.com/001,22,1,1,10,0.8,7,1,2,0.9,no,1,89,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://ict.rongovarsity.ac.ke/login.php,40,1,1,9,1.6,5,1,2,0.7,no,9,88,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://khurramandcosolicitors.com/fonts/usa/Service%20PPL,56,1,1,6,1.67,4,1,2,0.83,no,3,178,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://c1781279.ferozo.com/LOGIN/postale/id/47260/index2.html,65,1,1,11,1,0,1,0,0.69,no,1,79,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://c1781279.ferozo.com/LOGIN/postale/id/47260/,59,1,1,11,1,1,1,5,0.31,no,5,179,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://chemstrymatch.000webhostapp.com/online/cm/login.html,63,1,1,7,1,6,1,3,0.89,no,1,105,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://zelle.updates-securitys.com/banks/boa/,45,1,1,7,2.01,8,1,61,0.9,no,1,71,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://zelle.updates-securitys.com/banks/boa,44,1,1,15,0.39,1,1,5,0.79,no,2,99,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://adobe.cloud.file2.shirnesa.ir/adobeEn/view.php?email=[Email],60,1,1,8,1.13,2,1,2,0.9,no,1,624,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
https://adobe.cloud.file2.shirnesa.ir/adobeEn/error.php,54,1,1,10,1.17,1,1,2,0.7,no,4,136,yes,256-bit,no,valid,yes,yes,no,yes,not revoked,0
http://flashblocks.io,21,0,0,4,1.6,6,0,4,0.6,yes,5,345,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://pastehtml.com/view/b9uu5ergv.html,40,0,0,1,0,6,0,2,0.42,yes,6,189,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://image.dashofer.hu/information.html.html,46,0,0,0,1.1,2,0,6,0.5,yes,8,135,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
http://pastehtml.com/view/bgfhjdbl0.html,40,0,0,1,2,5,0,5,0.2,yes,4,167,no,128-bit,yes,invalid,no,no,yes,no,revoked,1
